,sample_id,# MS2 peaks,# MS3 peaks,# MS4 peaks,# MS5 peaks,Parent m/z,MA (lower est.),MA (upper est.),MA (mean est.),MA (est.),MA (MW est.),formula,MW,CAS,SMILES,Dataset,MA,Error
73,110523/CAS_13139_14_5,27,108,106,0,305.1495,12.04120461,24.72144358,18.32322518,"[16.35932194 15.93120897 15.11849972 24.72144358 18.69842627 20.9680271
 20.48406675 18.07047449 20.47645709 18.83904741 15.50855528 21.20565504
 16.41253981 12.04120461 17.85288395 17.95432834 21.56644614 16.71717013
 18.97321043 18.5655365 ]",21.4708507,C16H20N2O4,304.34,13139-14-5,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Alasdair,15,3.323225178
74,110523/CAS_29632_73_3,22,91,35,0,297.8721,4.738763125,8.866260616,6.675147502,"[7.36132432 7.35925583 7.57730227 8.09752533 6.51456277 6.92476638
 4.94753909 6.34899184 5.65257436 4.73876312 7.74692502 7.06721782
 8.86626062 5.35912242 6.99411044 6.54694227 6.23093902 8.0128704
 5.22847295 5.92748375]",20.41292006,C6H5BrIN,297.92,29632-73-3,Nc1ccc(I)cc1Br,Alasdair,6,0.675147502
75,110523/CAS_492431_11_5,24,57,124,0,299.1268,13.37389545,20.5656161,16.74782224,"[13.37389545 14.4290761  15.25379407 16.41882283 20.5656161  17.57554499
 18.34429501 16.07953826 19.08322629 18.74674309 17.81939203 16.94495052
 15.38102604 19.24408051 14.31472183 17.27707899 18.15996879 13.48971995
 17.55599642 14.89895752]",21.59014339,C13H19ClN4O2,298.77,492431-11-5,CC(C)(C)OC(=O)N1CCN(c2ccc(Cl)nn2)CC1,Alasdair,16,0.747822238
76,110523/CAS_492431_11_5,24,57,124,0,299.1268,13.37389545,20.5656161,16.74782224,"[13.37389545 14.4290761  15.25379407 16.41882283 20.5656161  17.57554499
 18.34429501 16.07953826 19.08322629 18.74674309 17.81939203 16.94495052
 15.38102604 19.24408051 14.31472183 17.27707899 18.15996879 13.48971995
 17.55599642 14.89895752]",21.59014339,C13H19ClN4O2,298.77,492431-11-5,CC(C)(C)OC(=O)N1CCN(c2ccc(Cl)nn2)CC1,Alasdair,16,0.747822238
77,110523/CAS_565209_29_2,29,97,87,0,301.1117,15.26452676,19.77636002,17.54282541,"[17.57313253 18.41162861 17.74947219 18.55077502 18.19073937 17.90632816
 19.08791279 19.77636002 19.28393369 16.90428343 15.97823537 15.30229728
 15.26452676 18.36160261 18.637695   15.54870959 17.68117389 15.53508471
 16.46138317 18.65123394]",20.76591674,C15H16N4OS,300.38,565209-29-2,S=c1[nH]nc(-c2c[nH]c3ccccc23)n1CC1CCCO1,Alasdair,17,0.542825406
78,110523/CAS_565209_29_2,29,97,87,0,301.1117,15.26452676,19.77636002,17.54282541,"[17.57313253 18.41162861 17.74947219 18.55077502 18.19073937 17.90632816
 19.08791279 19.77636002 19.28393369 16.90428343 15.97823537 15.30229728
 15.26452676 18.36160261 18.637695   15.54870959 17.68117389 15.53508471
 16.46138317 18.65123394]",20.76591674,C15H16N4OS,300.38,565209-29-2,S=c1[nH]nc(-c2c[nH]c3ccccc23)n1CC1CCCO1,Alasdair,17,0.542825406
79,100523/20589_MS4_Multi_EV_MS1fixc,93,615,0,0,299.2692,14.66413616,21.58479775,17.53082603,"[15.65959835 15.28332237 15.30232684 18.88514635 15.86609336 20.16358105
 20.50503076 18.62395569 17.88873384 18.82210466 19.01007699 21.58479775
 14.9797612  14.81957712 14.66413616 15.9862649  17.35140932 19.42515135
 17.16485582 18.63059678]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,9.530826032
80,100523/20589_MS4_Multi_EV_MS1fixc,93,615,0,0,299.2692,14.66413616,21.58479775,17.53082603,"[15.65959835 15.28332237 15.30232684 18.88514635 15.86609336 20.16358105
 20.50503076 18.62395569 17.88873384 18.82210466 19.01007699 21.58479775
 14.9797612  14.81957712 14.66413616 15.9862649  17.35140932 19.42515135
 17.16485582 18.63059678]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,9.530826032
81,100523/73912_MS4_Multi_EV_MS1fixb,17,37,74,0,303.0409,13.95409748,22.27605,18.17701054,"[18.8842478  17.66670185 15.37614863 18.70578402 20.10533437 15.95689955
 22.27605    20.06705735 17.89588904 18.07488256 13.95409748 19.8772333
 14.22908386 15.51868982 16.0485221  17.47073125 19.0993734  21.36853393
 21.84954655 19.11540384]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.177010536
82,100523/73912_MS4_Multi_EV_MS1fixb,17,37,74,0,303.0409,13.95409748,22.27605,18.17701054,"[18.8842478  17.66670185 15.37614863 18.70578402 20.10533437 15.95689955
 22.27605    20.06705735 17.89588904 18.07488256 13.95409748 19.8772333
 14.22908386 15.51868982 16.0485221  17.47073125 19.0993734  21.36853393
 21.84954655 19.11540384]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.177010536
83,060523/20589_MS4_Multi_EV,106,43,57,0,299.2692,12.09245992,19.24472471,15.6446232,"[15.3689099  18.48461829 17.14597391 16.92033281 15.60098861 18.79469107
 16.14647273 12.09245992 13.02835955 14.66327031 18.14619975 16.38285485
 14.97588731 12.80769585 13.66205083 17.85732805 19.24472471 14.52103788
 14.21630557 12.8323021 ]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.6446232
84,060523/20589_MS4_Multi_EV,106,43,57,0,299.2692,12.09245992,19.24472471,15.6446232,"[15.3689099  18.48461829 17.14597391 16.92033281 15.60098861 18.79469107
 16.14647273 12.09245992 13.02835955 14.66327031 18.14619975 16.38285485
 14.97588731 12.80769585 13.66205083 17.85732805 19.24472471 14.52103788
 14.21630557 12.8323021 ]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.6446232
85,060523/73912_MS4_Multi_EV,19,89,193,0,303.0409,14.13502634,21.57955943,18.25297601,"[17.47300579 16.61904973 18.09761607 21.55441803 14.13502634 16.45280255
 20.56470707 18.53433419 20.66588815 16.97029246 16.34972893 20.41275949
 17.39984883 17.69605464 18.43399898 14.13604156 21.17129419 21.57955943
 18.26143558 18.55165814]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.252976007
86,060523/73912_MS4_Multi_EV,19,89,193,0,303.0409,14.13502634,21.57955943,18.25297601,"[17.47300579 16.61904973 18.09761607 21.55441803 14.13502634 16.45280255
 20.56470707 18.53433419 20.66588815 16.97029246 16.34972893 20.41275949
 17.39984883 17.69605464 18.43399898 14.13604156 21.17129419 21.57955943
 18.26143558 18.55165814]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.252976007
87,050523/EN300_20589_MS3_35EV_050523,113,292,0,0,299.2692,8.142647575,14.19014135,12.1050728,"[13.58964106 14.05004873 11.99114924 12.18116254 12.45867803 12.0775802
  9.56087761 13.44873522 11.79252573  8.14264757 10.62021175 13.08425603
 10.8807302  14.19014135 12.93078736 12.20436056 11.25194609 12.37628809
 13.75259938 11.51708932]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,4.105072804
88,050523/EN300_20589_MS3_35EV_050523,113,292,0,0,299.2692,8.142647575,14.19014135,12.1050728,"[13.58964106 14.05004873 11.99114924 12.18116254 12.45867803 12.0775802
  9.56087761 13.44873522 11.79252573  8.14264757 10.62021175 13.08425603
 10.8807302  14.19014135 12.93078736 12.20436056 11.25194609 12.37628809
 13.75259938 11.51708932]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,4.105072804
89,050523/EN300_20589_MS3_55EV_050523,111,282,0,0,299.2692,9.920271342,16.17173794,13.30048217,"[14.32573438 10.07084708 14.19367084 11.67577704 14.63013295 12.09326589
 13.28664752 15.85018195 12.09653421 13.48262497 14.00716767 16.05841248
 13.578483   13.42157581 16.17173794 11.10928979 13.71579053  9.92027134
 12.45666766 13.86483033]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,5.300482169
90,050523/EN300_20589_MS3_55EV_050523,111,282,0,0,299.2692,9.920271342,16.17173794,13.30048217,"[14.32573438 10.07084708 14.19367084 11.67577704 14.63013295 12.09326589
 13.28664752 15.85018195 12.09653421 13.48262497 14.00716767 16.05841248
 13.578483   13.42157581 16.17173794 11.10928979 13.71579053  9.92027134
 12.45666766 13.86483033]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,5.300482169
91,050523/EN300_EN30073912_MS3_35EV_050523,11,60,0,0,303.0409,15.48278615,25.27709387,18.37055872,"[18.26900884 17.9183271  25.27709387 22.33033557 18.18788002 15.48278615
 15.78322858 18.19033883 18.69589159 17.79337371 17.06499188 18.65120953
 17.71347967 18.64398383 17.49518043 17.05600381 16.16454116 17.60276974
 18.38947687 20.70127317]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.370558717
92,050523/EN300_EN30073912_MS3_35EV_050523,11,60,0,0,303.0409,15.48278615,25.27709387,18.37055872,"[18.26900884 17.9183271  25.27709387 22.33033557 18.18788002 15.48278615
 15.78322858 18.19033883 18.69589159 17.79337371 17.06499188 18.65120953
 17.71347967 18.64398383 17.49518043 17.05600381 16.16454116 17.60276974
 18.38947687 20.70127317]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.370558717
93,050523/EN300_EN30073912_MS3_55EV_050523,11,150,0,0,303.0409,15.40968068,20.4020922,17.63015682,"[15.67552494 15.85895879 18.64350434 19.65493818 16.31906733 18.51233993
 16.03051221 16.94961897 17.09349433 19.32040092 18.65115852 16.1548232
 15.40968068 19.10838788 16.55598858 20.4020922  19.66234118 18.29212572
 17.28932845 17.01885002]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,0.630156818
94,050523/EN300_EN30073912_MS3_55EV_050523,11,150,0,0,303.0409,15.40968068,20.4020922,17.63015682,"[15.67552494 15.85895879 18.64350434 19.65493818 16.31906733 18.51233993
 16.03051221 16.94961897 17.09349433 19.32040092 18.65115852 16.1548232
 15.40968068 19.10838788 16.55598858 20.4020922  19.66234118 18.29212572
 17.28932845 17.01885002]",20.45622675,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,0.630156818
95,other/EN300_20589,101,0,0,0,299.2692,11.50191998,21.6471488,15.38834067,"[12.39646494 17.1855598  15.07990968 18.27870688 14.70723215 14.89702436
 17.7930559  13.87397315 11.50191998 17.48803671 16.47091469 14.50865711
 13.40696933 13.9603974  15.1832512  17.56484167 21.6471488  13.64863378
 13.69722331 14.47689248]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.388340666
96,other/EN300_20589,101,0,0,0,299.2692,11.50191998,21.6471488,15.38834067,"[12.39646494 17.1855598  15.07990968 18.27870688 14.70723215 14.89702436
 17.7930559  13.87397315 11.50191998 17.48803671 16.47091469 14.50865711
 13.40696933 13.9603974  15.1832512  17.56484167 21.6471488  13.64863378
 13.69722331 14.47689248]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.388340666
97,other/EN300_20589_High_FeV,108,0,0,0,299.2692,11.95952876,18.96860157,15.26512682,"[16.63112627 14.33093382 14.89398086 16.43145624 16.29609689 15.04136091
 14.17750126 14.21321365 16.35944547 18.96860157 13.15248076 13.78194506
 16.46579707 11.99016958 15.62339484 16.1305361  16.81435725 15.7871912
 11.95952876 16.2534189 ]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.265126823
98,other/EN300_20589_High_FeV,108,0,0,0,299.2692,11.95952876,18.96860157,15.26512682,"[16.63112627 14.33093382 14.89398086 16.43145624 16.29609689 15.04136091
 14.17750126 14.21321365 16.35944547 18.96860157 13.15248076 13.78194506
 16.46579707 11.99016958 15.62339484 16.1305361  16.81435725 15.7871912
 11.95952876 16.2534189 ]",20.85273139,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,7.265126823
99,other/EN300_20589_MS2,94,0,0,0,299.2693,9.259969994,18.92475063,14.58055267,"[12.87108053 12.66586082 16.10578333 17.4970666  12.68147371 13.72876472
 18.92475063 13.26800228 15.69820794 15.54253837 14.74407005 15.21366678
  9.25996999 14.77961506 16.13459088 18.07563621 15.58616046 12.35827801
 13.45998029 13.01555683]",21.15211102,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,6.580552675
100,other/EN300_20589_MS2,94,0,0,0,299.2693,9.259969994,18.92475063,14.58055267,"[12.87108053 12.66586082 16.10578333 17.4970666  12.68147371 13.72876472
 18.92475063 13.26800228 15.69820794 15.54253837 14.74407005 15.21366678
  9.25996999 14.77961506 16.13459088 18.07563621 15.58616046 12.35827801
 13.45998029 13.01555683]",21.15211102,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,6.580552675
101,other/EN300_20589_MS2_20230504020042,135,0,0,0,299.26,9.319659959,16.3214881,14.33461194,"[10.56616631 13.50379609 14.49555835 14.16975989 15.51478089 14.10757424
 16.19010096 15.9240269  15.94495398 12.20216767 14.15610846 14.51272057
 14.57113288  9.31965996 15.22399444 16.3214881  14.54721722 15.65940387
 14.25027286 15.51135507]",20.00569027,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,6.334611935
102,other/EN300_20589_MS2_20230504020042,135,0,0,0,299.26,9.319659959,16.3214881,14.33461194,"[10.56616631 13.50379609 14.49555835 14.16975989 15.51478089 14.10757424
 16.19010096 15.9240269  15.94495398 12.20216767 14.15610846 14.51272057
 14.57113288  9.31965996 15.22399444 16.3214881  14.54721722 15.65940387
 14.25027286 15.51135507]",20.00569027,C17H34N2O2,298.5,18073-84-2,OCCN1CCC(CCCC2CCN(CCO)CC2)CC1,Alasdair,8,6.334611935
103,other/EN300_311967,15,0,0,0,300.2897,15.77791331,24.59809387,19.5348053,"[19.02961866 22.98499447 21.66751601 19.05582813 24.59809387 18.35260925
 18.65510573 16.05326901 19.84163834 19.74805093 20.27956743 17.59504153
 21.81733444 18.98254795 21.5122963  19.1745405  15.77791331 21.61596154
 17.20693637 16.7472422 ]",22.01124025,C18H37NO2,299.5,544-31-0,CCCCCCCCCCCCCCCC(=O)NCCO,Alasdair,10,9.534805298
104,other/EN300_73912,44,28,65,6,303.0408,15.430208,23.76062401,18.9415772,"[20.58444283 19.53914452 17.95604028 23.76062401 18.65505825 17.56362174
 20.88369242 16.16245617 19.88652808 21.57957852 19.24251349 18.91511117
 19.31247121 21.13098591 17.28639561 19.07461806 17.08138564 16.43255119
 18.35411696 15.430208  ]",21.89265247,C12H9F3N2O2S,302.28,1038335-12-4,O=C(O)CSc1nccn1-c1ccc(C(F)(F)F)cc1,Alasdair,17,1.941577203
